subject,epoch,min_cluster_size,n_clusters,n_noise
sub-010294,ep06,200,0,1276
sub-010295,ep00,3,2,8
sub-010295,ep00,5,2,942
sub-010295,ep00,7,2,1236
sub-010295,ep00,8,2,1245
sub-010295,ep00,10,2,1255
sub-010295,ep00,20,2,1276
sub-010295,ep00,30,0,1357
sub-010295,ep00,50,0,1357
sub-010295,ep00,100,0,1357
sub-010295,ep00,150,0,1357
sub-010295,ep00,200,0,1357
sub-010295,ep01,3,3,192
sub-010295,ep01,5,2,745
sub-010295,ep01,7,5,1276
sub-010295,ep01,8,3,1300
sub-010295,ep01,10,3,1290
sub-010295,ep01,20,0,1366
sub-010295,ep01,30,0,1366
sub-010295,ep01,50,0,1366
sub-010295,ep01,100,0,1366
sub-010295,ep01,150,0,1366
sub-010295,ep01,200,0,1366
sub-010295,ep02,3,4,220
sub-010295,ep02,5,3,793
sub-010295,ep02,7,2,1232
sub-010295,ep02,8,2,1238
sub-010295,ep02,10,2,1385
sub-010295,ep02,20,0,1429
sub-010295,ep02,30,0,1429
sub-010295,ep02,50,0,1429
sub-010295,ep02,100,0,1429
sub-010295,ep02,150,0,1429
sub-010295,ep02,200,0,1429
sub-010295,ep03,3,4,197
sub-010295,ep03,5,2,1218
sub-010295,ep03,7,4,1582
sub-010295,ep03,8,3,1567
sub-010295,ep03,10,2,1576
sub-010295,ep03,20,2,1586
sub-010295,ep03,30,2,1580
sub-010295,ep03,50,0,1666
sub-010295,ep03,100,0,1666
sub-010295,ep03,150,0,1666
sub-010295,ep03,200,0,1666
sub-010295,ep04,3,2,222
sub-010295,ep04,5,2,909
sub-010295,ep04,7,6,1272
sub-010295,ep04,8,3,1205
sub-010295,ep04,10,2,1279
sub-010295,ep04,20,2,1294
sub-010295,ep04,30,2,1284
sub-010295,ep04,50,0,1424
sub-010295,ep04,100,0,1424
sub-010295,ep04,150,0,1424
sub-010295,ep04,200,0,1424
sub-010295,ep05,3,2,93
sub-010295,ep05,5,2,1085
sub-010295,ep05,7,2,1153
sub-010295,ep05,8,2,1357
sub-010295,ep05,10,2,1391
sub-010295,ep05,20,2,1380
sub-010295,ep05,30,2,1362
sub-010295,ep05,50,2,1246
sub-010295,ep05,100,0,1562
sub-010295,ep05,150,0,1562
sub-010295,ep05,200,0,1562
sub-010295,ep06,3,5,162
sub-010295,ep06,5,2,349
sub-010295,ep06,7,3,960
sub-010295,ep06,8,3,986
sub-010295,ep06,10,2,1022
sub-010295,ep06,20,2,1031
sub-010295,ep06,30,2,1029
sub-010295,ep06,50,0,1202
sub-010295,ep06,100,0,1202
sub-010295,ep06,150,0,1202
sub-010295,ep06,200,0,1202
sub-010296,ep00,3,2,219
sub-010296,ep00,5,9,1235
sub-010296,ep00,7,4,1324
sub-010296,ep00,8,2,1337
sub-010296,ep00,10,2,1350
sub-010296,ep00,20,0,1410
sub-010296,ep00,30,0,1410
sub-010296,ep00,50,0,1410
sub-010296,ep00,100,0,1410
sub-010296,ep00,150,0,1410
sub-010296,ep00,200,0,1410
sub-010296,ep01,3,3,90
sub-010296,ep01,5,5,1159
sub-010296,ep01,7,2,1043
sub-010296,ep01,8,2,1813
sub-010296,ep01,10,2,1816
sub-010296,ep01,20,0,1872
sub-010296,ep01,30,0,1872
sub-010296,ep01,50,0,1872
sub-010296,ep01,100,0,1872
sub-010296,ep01,150,0,1872
sub-010296,ep01,200,0,1872
sub-010296,ep02,3,32,833
sub-010296,ep02,5,5,880
sub-010296,ep02,7,2,812
sub-010296,ep02,8,2,1886
sub-010296,ep02,10,2,1937
sub-010296,ep02,20,0,2037
sub-010296,ep02,30,0,2037
sub-010296,ep02,50,0,2037
sub-010296,ep02,100,0,2037
sub-010296,ep02,150,0,2037
sub-010296,ep02,200,0,2037
sub-010296,ep03,3,2,81
sub-010296,ep03,5,4,1610
sub-010296,ep03,7,3,1644
sub-010296,ep03,8,2,1642
sub-010296,ep03,10,2,1682
sub-010296,ep03,20,2,1709
sub-010296,ep03,30,0,1761
sub-010296,ep03,50,0,1761
sub-010296,ep03,100,0,1761
sub-010296,ep03,150,0,1761
sub-010296,ep03,200,0,1761
sub-010296,ep04,3,2,20
sub-010296,ep04,5,2,1284
sub-010296,ep04,7,4,1402
sub-010296,ep04,8,2,1402
sub-010296,ep04,10,4,1426
sub-010296,ep04,20,0,1497
sub-010296,ep04,30,0,1497
sub-010296,ep04,50,0,1497
sub-010296,ep04,100,0,1497
sub-010296,ep04,150,0,1497
sub-010296,ep04,200,0,1497
sub-010296,ep05,3,2,83
sub-010296,ep05,5,3,944
sub-010296,ep05,7,3,1611
sub-010296,ep05,8,3,1642
sub-010296,ep05,10,2,1675
sub-010296,ep05,20,0,1743
sub-010296,ep05,30,0,1743
sub-010296,ep05,50,0,1743
sub-010296,ep05,100,0,1743
sub-010296,ep05,150,0,1743
sub-010296,ep05,200,0,1743
sub-010296,ep06,3,3,170
sub-010296,ep06,5,2,607
sub-010296,ep06,7,2,1354
sub-010296,ep06,8,2,1273
sub-010296,ep06,10,0,1369
sub-010296,ep06,20,0,1369
sub-010296,ep06,30,0,1369
sub-010296,ep06,50,0,1369
sub-010296,ep06,100,0,1369
sub-010296,ep06,150,0,1369
sub-010296,ep06,200,0,1369
sub-010297,ep00,3,3,239
sub-010297,ep00,5,5,1075
sub-010297,ep00,7,2,1180
sub-010297,ep00,8,2,1212
sub-010297,ep00,10,2,1204
sub-010297,ep00,20,2,1224
sub-010297,ep00,30,2,1259
sub-010297,ep00,50,2,1211
sub-010297,ep00,100,0,1348
sub-010297,ep00,150,0,1348
sub-010297,ep00,200,0,1348
sub-010297,ep01,3,3,162
sub-010297,ep01,5,2,1032
sub-010297,ep01,7,2,1161
sub-010297,ep01,8,2,1145
sub-010297,ep01,10,2,1210
sub-010297,ep01,20,2,1250
sub-010297,ep01,30,2,1200
sub-010297,ep01,50,2,1193
sub-010297,ep01,100,0,1349
sub-010297,ep01,150,0,1349
sub-010297,ep01,200,0,1349
sub-010297,ep02,3,3,207
sub-010297,ep02,5,5,1105
sub-010297,ep02,7,2,1110
sub-010297,ep02,8,2,1155
sub-010297,ep02,10,2,1210
sub-010297,ep02,20,2,1239
sub-010297,ep02,30,0,1317
sub-010297,ep02,50,0,1317
sub-010297,ep02,100,0,1317
sub-010297,ep02,150,0,1317
sub-010297,ep02,200,0,1317
sub-010297,ep03,3,2,89
sub-010297,ep03,5,4,1016
sub-010297,ep03,7,2,1250
sub-010297,ep03,8,2,1268
sub-010297,ep03,10,2,1200
sub-010297,ep03,20,0,1307
sub-010297,ep03,30,0,1307
sub-010297,ep03,50,0,1307
sub-010297,ep03,100,0,1307
sub-010297,ep03,150,0,1307
sub-010297,ep03,200,0,1307
sub-010297,ep04,3,2,44
sub-010297,ep04,5,2,990
sub-010297,ep04,7,2,1195
sub-010297,ep04,8,2,1199
sub-010297,ep04,10,2,1184
sub-010297,ep04,20,2,1205
sub-010297,ep04,30,0,1254
sub-010297,ep04,50,0,1254
sub-010297,ep04,100,0,1254
sub-010297,ep04,150,0,1254
sub-010297,ep04,200,0,1254
sub-010297,ep05,3,2,331
sub-010297,ep05,5,3,995
sub-010297,ep05,7,3,1079
sub-010297,ep05,8,2,1044
sub-010297,ep05,10,2,1103
sub-010297,ep05,20,2,1128
sub-010297,ep05,30,2,1149
sub-010297,ep05,50,0,1248
sub-010297,ep05,100,0,1248
sub-010297,ep05,150,0,1248
sub-010297,ep05,200,0,1248
sub-010297,ep06,3,2,0
sub-010297,ep06,5,8,1067
sub-010297,ep06,7,2,1029
sub-010297,ep06,8,2,1049
sub-010297,ep06,10,2,1115
sub-010297,ep06,20,2,1072
sub-010297,ep06,30,2,1113
sub-010297,ep06,50,0,1182
sub-010297,ep06,100,0,1182
sub-010297,ep06,150,0,1182
sub-010297,ep06,200,0,1182
sub-010298,ep00,3,2,138
sub-010298,ep00,5,4,1040
sub-010298,ep00,7,2,1071
sub-010298,ep00,8,2,1080
sub-010298,ep00,10,2,1089
sub-010298,ep00,20,2,1118
sub-010298,ep00,30,2,1087
sub-010298,ep00,50,0,1212
sub-010298,ep00,100,0,1212
sub-010298,ep00,150,0,1212
sub-010298,ep00,200,0,1212
sub-010298,ep01,3,2,50
sub-010298,ep01,5,6,1018
sub-010298,ep01,7,3,1012
sub-010298,ep01,8,3,1026
sub-010298,ep01,10,2,1124
sub-010298,ep01,20,2,1128
sub-010298,ep01,30,0,1170
sub-010298,ep01,50,0,1170
sub-010298,ep01,100,0,1170
sub-010298,ep01,150,0,1170
sub-010298,ep01,200,0,1170
sub-010298,ep02,3,2,206
sub-010298,ep02,5,8,1084
sub-010298,ep02,7,4,1096
sub-010298,ep02,8,4,1118
sub-010298,ep02,10,3,1152
sub-010298,ep02,20,0,1215
sub-010298,ep02,30,0,1215
sub-010298,ep02,50,0,1215
sub-010298,ep02,100,0,1215
sub-010298,ep02,150,0,1215
sub-010298,ep02,200,0,1215
sub-010298,ep03,3,3,237
sub-010298,ep03,5,2,1004
sub-010298,ep03,7,2,1080
sub-010298,ep03,8,2,1109
sub-010298,ep03,10,2,1127
sub-010298,ep03,20,2,1150
sub-010298,ep03,30,0,1227
sub-010298,ep03,50,0,1227
sub-010298,ep03,100,0,1227
sub-010298,ep03,150,0,1227
sub-010298,ep03,200,0,1227
sub-010298,ep04,3,2,237
sub-010298,ep04,5,2,1248
sub-010298,ep04,7,3,1510
sub-010298,ep04,8,2,1388
sub-010298,ep04,10,2,1482
sub-010298,ep04,20,2,1518
sub-010298,ep04,30,0,1627
sub-010298,ep04,50,0,1627
sub-010298,ep04,100,0,1627
sub-010298,ep04,150,0,1627
sub-010298,ep04,200,0,1627
sub-010298,ep05,3,2,107
sub-010298,ep05,5,2,413
sub-010298,ep05,7,2,1101
sub-010298,ep05,8,2,1151
sub-010298,ep05,10,2,1172
sub-010298,ep05,20,2,1202
sub-010298,ep05,30,0,1312
sub-010298,ep05,50,0,1312
sub-010298,ep05,100,0,1312
sub-010298,ep05,150,0,1312
sub-010298,ep05,200,0,1312
sub-010298,ep06,3,2,184
sub-010298,ep06,5,2,740
sub-010298,ep06,7,3,1042
sub-010298,ep06,8,2,1062
sub-010298,ep06,10,2,1088
sub-010298,ep06,20,0,1122
sub-010298,ep06,30,0,1122
sub-010298,ep06,50,0,1122
sub-010298,ep06,100,0,1122
sub-010298,ep06,150,0,1122
sub-010298,ep06,200,0,1122
sub-010299,ep00,3,11,555
sub-010299,ep00,5,7,1133
sub-010299,ep00,7,2,1192
sub-010299,ep00,8,2,1180
sub-010299,ep00,10,2,1182
sub-010299,ep00,20,2,1207
sub-010299,ep00,30,2,1229
sub-010299,ep00,50,0,1413
sub-010299,ep00,100,0,1413
sub-010299,ep00,150,0,1413
sub-010299,ep00,200,0,1413
sub-010299,ep01,3,13,583
sub-010299,ep01,5,3,598
sub-010299,ep01,7,2,1300
sub-010299,ep01,8,2,1257
sub-010299,ep01,10,0,1420
sub-010299,ep01,20,0,1420
sub-010299,ep01,30,0,1420
sub-010299,ep01,50,0,1420
sub-010299,ep01,100,0,1420
sub-010299,ep01,150,0,1420
sub-010299,ep01,200,0,1420
sub-010299,ep02,3,2,96
sub-010299,ep02,5,2,1793
sub-010299,ep02,7,3,1948
sub-010299,ep02,8,2,1945
sub-010299,ep02,10,2,1961
sub-010299,ep02,20,0,2023
sub-010299,ep02,30,0,2023
sub-010299,ep02,50,0,2023
sub-010299,ep02,100,0,2023
sub-010299,ep02,150,0,2023
sub-010299,ep02,200,0,2023
sub-010299,ep03,3,3,169
sub-010299,ep03,5,2,1350
sub-010299,ep03,7,2,1509
sub-010299,ep03,8,2,1520
sub-010299,ep03,10,0,1585
sub-010299,ep03,20,0,1585
sub-010299,ep03,30,0,1585
sub-010299,ep03,50,0,1585
sub-010299,ep03,100,0,1585
sub-010299,ep03,150,0,1585
sub-010299,ep03,200,0,1585
sub-010299,ep04,3,2,85
sub-010299,ep04,5,2,1239
sub-010299,ep04,7,3,1293
sub-010299,ep04,8,3,1318
sub-010299,ep04,10,2,1321
sub-010299,ep04,20,0,1405
sub-010299,ep04,30,0,1405
sub-010299,ep04,50,0,1405
sub-010299,ep04,100,0,1405
sub-010299,ep04,150,0,1405
sub-010299,ep04,200,0,1405
sub-010299,ep05,3,2,228
sub-010299,ep05,5,2,1081
sub-010299,ep05,7,2,1363
sub-010299,ep05,8,2,1348
sub-010299,ep05,10,2,1375
sub-010299,ep05,20,2,1398
sub-010299,ep05,30,0,1473
sub-010299,ep05,50,0,1473
sub-010299,ep05,100,0,1473
sub-010299,ep05,150,0,1473
sub-010299,ep05,200,0,1473
sub-010299,ep06,3,2,13
sub-010299,ep06,5,3,1113
sub-010299,ep06,7,2,1167
sub-010299,ep06,8,2,1161
sub-010299,ep06,10,2,1160
sub-010299,ep06,20,2,1202
sub-010299,ep06,30,2,1167
sub-010299,ep06,50,0,1320
sub-010299,ep06,100,0,1320
sub-010299,ep06,150,0,1320
sub-010299,ep06,200,0,1320
sub-010300,ep00,3,2,149
sub-010300,ep00,5,2,407
sub-010300,ep00,7,2,1013
sub-010300,ep00,8,2,1007
sub-010300,ep00,10,2,1028
sub-010300,ep00,20,2,1078
sub-010300,ep00,30,2,1080
sub-010300,ep00,50,2,1087
sub-010300,ep00,100,0,1351
sub-010300,ep00,150,0,1351
sub-010300,ep00,200,0,1351
sub-010300,ep01,3,11,460
sub-010300,ep01,5,3,974
sub-010300,ep01,7,3,1193
sub-010300,ep01,8,3,1209
sub-010300,ep01,10,2,1248
sub-010300,ep01,20,2,1259
sub-010300,ep01,30,0,1414
sub-010300,ep01,50,0,1414
sub-010300,ep01,100,0,1414
sub-010300,ep01,150,0,1414
sub-010300,ep01,200,0,1414
sub-010300,ep02,3,2,147
sub-010300,ep02,5,2,579
sub-010300,ep02,7,3,1339
sub-010300,ep02,8,2,1350
sub-010300,ep02,10,2,1362
sub-010300,ep02,20,0,1396
sub-010300,ep02,30,0,1396
sub-010300,ep02,50,0,1396
sub-010300,ep02,100,0,1396
sub-010300,ep02,150,0,1396
sub-010300,ep02,200,0,1396
sub-010300,ep03,3,2,83
sub-010300,ep03,5,3,380
sub-010300,ep03,7,3,1347
sub-010300,ep03,8,3,1369
sub-010300,ep03,10,2,1352
sub-010300,ep03,20,0,1417
sub-010300,ep03,30,0,1417
sub-010300,ep03,50,0,1417
sub-010300,ep03,100,0,1417
sub-010300,ep03,150,0,1417
sub-010300,ep03,200,0,1417
sub-010300,ep04,3,2,58
sub-010300,ep04,5,2,622
sub-010300,ep04,7,3,1435
sub-010300,ep04,8,2,1431
sub-010300,ep04,10,2,1441
sub-010300,ep04,20,2,1483
sub-010300,ep04,30,0,1532
sub-010300,ep04,50,0,1532
sub-010300,ep04,100,0,1532
sub-010300,ep04,150,0,1532
sub-010300,ep04,200,0,1532
sub-010300,ep05,3,5,203
sub-010300,ep05,5,4,882
sub-010300,ep05,7,2,1548
sub-010300,ep05,8,2,1540
sub-010300,ep05,10,2,1551
sub-010300,ep05,20,0,1618
sub-010300,ep05,30,0,1618
sub-010300,ep05,50,0,1618
sub-010300,ep05,100,0,1618
sub-010300,ep05,150,0,1618
sub-010300,ep05,200,0,1618
sub-010300,ep06,3,4,136
sub-010300,ep06,5,3,464
sub-010300,ep06,7,2,1055
sub-010300,ep06,8,2,1194
sub-010300,ep06,10,2,1218
sub-010300,ep06,20,0,1250
sub-010300,ep06,30,0,1250
sub-010300,ep06,50,0,1250
sub-010300,ep06,100,0,1250
sub-010300,ep06,150,0,1250
sub-010300,ep06,200,0,1250
sub-010301,ep00,3,8,356
sub-010301,ep00,5,3,960
sub-010301,ep00,7,3,1105
sub-010301,ep00,8,2,1084
sub-010301,ep00,10,2,1154
sub-010301,ep00,20,2,1166
sub-010301,ep00,30,2,1240
sub-010301,ep00,50,2,1202
sub-010301,ep00,100,0,1393
sub-010301,ep00,150,0,1393
sub-010301,ep00,200,0,1393
sub-010301,ep01,3,2,2
sub-010301,ep01,5,2,819
sub-010301,ep01,7,2,694
sub-010301,ep01,8,2,744
sub-010301,ep01,10,2,749
sub-010301,ep01,20,2,676
sub-010301,ep01,30,2,713
sub-010301,ep01,50,2,701
sub-010301,ep01,100,2,722
sub-010301,ep01,150,2,732
sub-010301,ep01,200,2,806
sub-010301,ep02,3,41,641
sub-010301,ep02,5,6,750
sub-010301,ep02,7,2,795
sub-010301,ep02,8,2,766
sub-010301,ep02,10,2,685
sub-010301,ep02,20,2,682
sub-010301,ep02,30,2,637
sub-010301,ep02,50,2,734
sub-010301,ep02,100,2,771
sub-010301,ep02,150,2,797
sub-010301,ep02,200,0,1296
sub-010301,ep03,3,2,111
sub-010301,ep03,5,2,1026
sub-010301,ep03,7,2,1019
sub-010301,ep03,8,2,1004
sub-010301,ep03,10,2,1026
sub-010301,ep03,20,2,955
sub-010301,ep03,30,2,946
sub-010301,ep03,50,2,911
sub-010301,ep03,100,2,917
sub-010301,ep03,150,0,1309
sub-010301,ep03,200,0,1309
sub-010301,ep04,3,2,94
sub-010301,ep04,5,2,359
sub-010301,ep04,7,2,1005
sub-010301,ep04,8,2,1025
sub-010301,ep04,10,2,969
sub-010301,ep04,20,2,949
sub-010301,ep04,30,2,927
sub-010301,ep04,50,2,869
sub-010301,ep04,100,2,909
sub-010301,ep04,150,0,1299
sub-010301,ep04,200,0,1299
sub-010301,ep05,3,10,455
sub-010301,ep05,5,3,906
sub-010301,ep05,7,2,637
sub-010301,ep05,8,2,663
sub-010301,ep05,10,2,708
sub-010301,ep05,20,2,710
sub-010301,ep05,30,2,625
sub-010301,ep05,50,2,556
sub-010301,ep05,100,2,526
sub-010301,ep05,150,2,548
sub-010301,ep05,200,2,608
sub-010301,ep06,3,3,135
sub-010301,ep06,5,3,591
sub-010301,ep06,7,2,722
sub-010301,ep06,8,2,679
sub-010301,ep06,10,2,761
sub-010301,ep06,20,2,650
sub-010301,ep06,30,2,670
sub-010301,ep06,50,2,697
sub-010301,ep06,100,2,711
sub-010301,ep06,150,2,710
sub-010301,ep06,200,0,1231
sub-010302,ep00,3,5,217
sub-010302,ep00,5,3,1411
sub-010302,ep00,7,3,1551
sub-010302,ep00,8,3,1598
sub-010302,ep00,10,2,1534
sub-010302,ep00,20,2,1624
sub-010302,ep00,30,0,1695
sub-010302,ep00,50,0,1695
sub-010302,ep00,100,0,1695
sub-010302,ep00,150,0,1695
sub-010302,ep00,200,0,1695
sub-010302,ep01,3,2,461
sub-010302,ep01,5,6,2016
sub-010302,ep01,7,2,1998
sub-010302,ep01,8,3,2049
sub-010302,ep01,10,2,2039
sub-010302,ep01,20,2,2064
sub-010302,ep01,30,0,2125
sub-010302,ep01,50,0,2125
sub-010302,ep01,100,0,2125
sub-010302,ep01,150,0,2125
sub-010302,ep01,200,0,2125
sub-010302,ep02,3,3,122
sub-010302,ep02,5,3,1442
sub-010302,ep02,7,2,1545
sub-010302,ep02,8,2,1582
sub-010302,ep02,10,2,1608
sub-010302,ep02,20,2,1581
sub-010302,ep02,30,2,1600
sub-010302,ep02,50,2,1542
sub-010302,ep02,100,0,1704
sub-010302,ep02,150,0,1704
sub-010302,ep02,200,0,1704
sub-010302,ep03,3,2,198
sub-010302,ep03,5,2,1057
sub-010302,ep03,7,2,1665
sub-010302,ep03,8,2,1604
sub-010302,ep03,10,2,1663
sub-010302,ep03,20,2,1671
sub-010302,ep03,30,2,1705
sub-010302,ep03,50,0,1801
sub-010302,ep03,100,0,1801
sub-010302,ep03,150,0,1801
sub-010302,ep03,200,0,1801
sub-010302,ep04,3,3,191
sub-010302,ep04,5,7,1822
sub-010302,ep04,7,2,1790
sub-010302,ep04,8,2,1807
sub-010302,ep04,10,2,1857
sub-010302,ep04,20,2,1850
sub-010302,ep04,30,2,1853
sub-010302,ep04,50,2,1794
sub-010302,ep04,100,2,1860
sub-010302,ep04,150,0,2116
sub-010302,ep04,200,0,2116
sub-010302,ep05,3,9,384
sub-010302,ep05,5,2,337
sub-010302,ep05,7,2,1698
sub-010302,ep05,8,2,1732
sub-010302,ep05,10,2,1764
sub-010302,ep05,20,2,1733
sub-010302,ep05,30,2,1796
sub-010302,ep05,50,2,1832
sub-010302,ep05,100,2,1747
sub-010302,ep05,150,0,2076
sub-010302,ep05,200,0,2076
sub-010303,ep00,3,2,57
sub-010303,ep00,5,3,1098
sub-010303,ep00,7,4,1368
sub-010303,ep00,8,2,1377
sub-010303,ep00,10,2,1350
sub-010303,ep00,20,2,1396
sub-010303,ep00,30,2,1360
sub-010303,ep00,50,0,1456
sub-010303,ep00,100,0,1456
sub-010303,ep00,150,0,1456
sub-010303,ep00,200,0,1456
sub-010303,ep01,3,4,345
sub-010303,ep01,5,4,1474
sub-010303,ep01,7,3,1594
sub-010303,ep01,8,2,1553
sub-010303,ep01,10,2,1568
sub-010303,ep01,20,2,1657
sub-010303,ep01,30,2,1673
sub-010303,ep01,50,2,1683
sub-010303,ep01,100,0,1799
sub-010303,ep01,150,0,1799
sub-010303,ep01,200,0,1799
sub-010303,ep02,3,2,181
sub-010303,ep02,5,5,1350
sub-010303,ep02,7,2,1489
sub-010303,ep02,8,3,1467
sub-010303,ep02,10,2,1474
sub-010303,ep02,20,0,1512
sub-010303,ep02,30,0,1512
sub-010303,ep02,50,0,1512
sub-010303,ep02,100,0,1512
sub-010303,ep02,150,0,1512
sub-010303,ep02,200,0,1512
sub-010303,ep03,3,3,376
sub-010303,ep03,5,3,1045
sub-010303,ep03,7,4,1533
sub-010303,ep03,8,3,1602
sub-010303,ep03,10,2,1592
sub-010303,ep03,20,2,1616
sub-010303,ep03,30,2,1611
sub-010303,ep03,50,0,1679
sub-010303,ep03,100,0,1679
sub-010303,ep03,150,0,1679
sub-010303,ep03,200,0,1679
sub-010303,ep04,3,2,104
sub-010303,ep04,5,2,1341
sub-010303,ep04,7,2,1450
sub-010303,ep04,8,2,1432
sub-010303,ep04,10,2,1445
sub-010303,ep04,20,0,1529
sub-010303,ep04,30,0,1529
sub-010303,ep04,50,0,1529
sub-010303,ep04,100,0,1529
sub-010303,ep04,150,0,1529
sub-010303,ep04,200,0,1529
sub-010303,ep05,3,3,454
sub-010303,ep05,5,2,1333
sub-010303,ep05,7,4,1417
sub-010303,ep05,8,2,1428
sub-010303,ep05,10,2,1456
sub-010303,ep05,20,2,1495
sub-010303,ep05,30,0,1566
sub-010303,ep05,50,0,1566
sub-010303,ep05,100,0,1566
sub-010303,ep05,150,0,1566
sub-010303,ep05,200,0,1566
sub-010303,ep06,3,3,345
sub-010303,ep06,5,2,868
sub-010303,ep06,7,3,1305
sub-010303,ep06,8,2,1251
sub-010303,ep06,10,2,1297
sub-010303,ep06,20,0,1419
sub-010303,ep06,30,0,1419
sub-010303,ep06,50,0,1419
sub-010303,ep06,100,0,1419
sub-010303,ep06,150,0,1419
sub-010303,ep06,200,0,1419
sub-010304,ep00,3,3,95
sub-010304,ep00,5,2,442
sub-010304,ep00,7,2,1047
sub-010304,ep00,8,2,1205
sub-010304,ep00,10,2,1202
sub-010304,ep00,20,0,1278
sub-010304,ep00,30,0,1278
sub-010304,ep00,50,0,1278
sub-010304,ep00,100,0,1278
sub-010304,ep00,150,0,1278
sub-010304,ep00,200,0,1278
sub-010304,ep01,3,4,269
sub-010304,ep01,5,2,297
sub-010304,ep01,7,2,969
sub-010304,ep01,8,2,834
sub-010304,ep01,10,2,925
sub-010304,ep01,20,2,897
sub-010304,ep01,30,2,926
sub-010304,ep01,50,2,957
sub-010304,ep01,100,2,979
sub-010304,ep01,150,0,1349
sub-010304,ep01,200,0,1349
sub-010304,ep02,3,2,117
sub-010304,ep02,5,2,534
sub-010304,ep02,7,2,829
sub-010304,ep02,8,2,850
sub-010304,ep02,10,2,765
sub-010304,ep02,20,2,843
sub-010304,ep02,30,2,829
sub-010304,ep02,50,2,903
sub-010304,ep02,100,2,897
sub-010304,ep02,150,0,1271
sub-010304,ep02,200,0,1271
sub-010304,ep03,3,2,70
sub-010304,ep03,5,3,955
sub-010304,ep03,7,2,1030
sub-010304,ep03,8,2,1029
sub-010304,ep03,10,2,1048
sub-010304,ep03,20,2,1045
sub-010304,ep03,30,2,997
sub-010304,ep03,50,2,1026
sub-010304,ep03,100,2,948
sub-010304,ep03,150,2,1067
sub-010304,ep03,200,0,1576
sub-010304,ep04,3,2,38
sub-010304,ep04,5,2,801
sub-010304,ep04,7,2,767
sub-010304,ep04,8,5,1663
sub-010304,ep04,10,3,1626
sub-010304,ep04,20,2,1622
sub-010304,ep04,30,2,1655
sub-010304,ep04,50,0,2067
sub-010304,ep04,100,0,2067
sub-010304,ep04,150,0,2067
sub-010304,ep04,200,0,2067
sub-010304,ep05,3,4,310
sub-010304,ep05,5,2,401
sub-010304,ep05,7,3,901
sub-010304,ep05,8,2,886
sub-010304,ep05,10,2,879
sub-010304,ep05,20,2,943
sub-010304,ep05,30,2,930
sub-010304,ep05,50,2,953
sub-010304,ep05,100,0,1441
sub-010304,ep05,150,0,1441
sub-010304,ep05,200,0,1441
sub-010304,ep06,3,2,72
sub-010304,ep06,5,5,611
sub-010304,ep06,7,2,664
sub-010304,ep06,8,2,728
sub-010304,ep06,10,2,758
sub-010304,ep06,20,2,715
sub-010304,ep06,30,2,687
sub-010304,ep06,50,2,678
sub-010304,ep06,100,2,726
sub-010304,ep06,150,0,1147
sub-010304,ep06,200,0,1147
sub-010305,ep00,3,2,85
sub-010305,ep00,5,4,961
sub-010305,ep00,7,4,1072
sub-010305,ep00,8,3,1093
sub-010305,ep00,10,2,1104
sub-010305,ep00,20,2,1069
sub-010305,ep00,30,2,1068
sub-010305,ep00,50,0,1322
sub-010305,ep00,100,0,1322
sub-010305,ep00,150,0,1322
sub-010305,ep00,200,0,1322
sub-010305,ep01,3,3,111
sub-010305,ep01,5,3,242
sub-010305,ep01,7,2,1279
sub-010305,ep01,8,2,1283
sub-010305,ep01,10,2,1255
sub-010305,ep01,20,0,1311
sub-010305,ep01,30,0,1311
sub-010305,ep01,50,0,1311
sub-010305,ep01,100,0,1311
sub-010305,ep01,150,0,1311
sub-010305,ep01,200,0,1311
sub-010305,ep02,3,3,126
sub-010305,ep02,5,6,1197
sub-010305,ep02,7,2,1269
sub-010305,ep02,8,2,1267
sub-010305,ep02,10,2,1278
sub-010305,ep02,20,0,1313
sub-010305,ep02,30,0,1313
sub-010305,ep02,50,0,1313
sub-010305,ep02,100,0,1313
sub-010305,ep02,150,0,1313
sub-010305,ep02,200,0,1313
sub-010305,ep03,3,4,86
sub-010305,ep03,5,2,857
sub-010305,ep03,7,2,1176
sub-010305,ep03,8,3,1179
sub-010305,ep03,10,0,1300
sub-010305,ep03,20,0,1300
sub-010305,ep03,30,0,1300
sub-010305,ep03,50,0,1300
sub-010305,ep03,100,0,1300
sub-010305,ep03,150,0,1300
sub-010305,ep03,200,0,1300
sub-010305,ep04,3,11,306
sub-010305,ep04,5,2,891
sub-010305,ep04,7,3,1230
sub-010305,ep04,8,2,1246
sub-010305,ep04,10,2,1263
sub-010305,ep04,20,0,1300
sub-010305,ep04,30,0,1300
sub-010305,ep04,50,0,1300
sub-010305,ep04,100,0,1300
sub-010305,ep04,150,0,1300
sub-010305,ep04,200,0,1300
sub-010305,ep05,3,14,532
sub-010305,ep05,5,2,276
sub-010305,ep05,7,3,1412
sub-010305,ep05,8,2,1395
sub-010305,ep05,10,2,1396
sub-010305,ep05,20,0,1454
sub-010305,ep05,30,0,1454
sub-010305,ep05,50,0,1454
sub-010305,ep05,100,0,1454
sub-010305,ep05,150,0,1454
sub-010305,ep05,200,0,1454
sub-010305,ep06,3,5,139
sub-010305,ep06,5,2,736
sub-010305,ep06,7,4,1086
sub-010305,ep06,8,4,1114
sub-010305,ep06,10,2,1139
sub-010305,ep06,20,0,1207
sub-010305,ep06,30,0,1207
